incident_id,date,time,crime_category,area,district,latitude,longitude,location_type,description
SYN-2024-04185,2024-11-10,17:56:31,Assault,Waterfront Marina,District 2,37.803402,-122.439694,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-04473,2024-11-10,21:11:51,Vandalism,Mission Commercial,District 3,37.761861,-122.413308,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-01721,2024-11-11,07:00:47,Burglary,Waterfront Marina,District 2,37.805154,-122.436054,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-02096,2024-11-11,13:44:48,Assault,Mission Commercial,District 3,37.762812,-122.425481,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-00283,2024-11-11,20:05:10,Public Disorder,Waterfront Marina,District 2,37.810098,-122.434903,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-01953,2024-11-12,00:40:16,Burglary,Waterfront Marina,District 2,37.800542,-122.434092,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-04251,2024-11-12,07:27:44,Public Disorder,Waterfront Marina,District 2,37.807151,-122.433321,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-03387,2024-11-12,11:13:50,Fraud,Waterfront Marina,District 2,37.805256,-122.438977,Alleyway,Reported Fraud at Alleyway
SYN-2024-04496,2024-11-12,13:47:29,Robbery,Downtown Central,District 1,37.771229,-122.418285,Commercial Retail,Reported Robbery at Commercial Retail
SYN-2024-00791,2024-11-12,14:15:39,Public Disorder,Downtown Central,District 1,37.78088,-122.414354,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-00913,2024-11-12,23:50:57,Theft / Larceny,Downtown Central,District 1,37.77849,-122.41527,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-02795,2024-11-13,11:54:02,Assault,Mission Commercial,District 3,37.763771,-122.414699,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-02375,2024-11-13,12:54:56,Motor Vehicle Theft,Mission Commercial,District 3,37.759717,-122.417902,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-00773,2024-11-13,15:43:29,Theft / Larceny,Downtown Central,District 1,37.781954,-122.422836,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-03322,2024-11-13,17:31:58,Assault,Waterfront Marina,District 2,37.798572,-122.434493,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-03582,2024-11-13,19:55:21,Fraud,Mission Commercial,District 3,37.767648,-122.413866,Residential Apartment,Reported Fraud at Residential Apartment
SYN-2024-02660,2024-11-13,21:19:35,Public Disorder,Waterfront Marina,District 2,37.798951,-122.434328,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-03249,2024-11-13,23:07:50,Vandalism,Downtown Central,District 1,37.771635,-122.416619,Alleyway,Reported Vandalism at Alleyway
SYN-2024-00796,2024-11-14,10:27:11,Motor Vehicle Theft,Westside Arts,District 5,37.777156,-122.428161,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-00276,2024-11-14,12:35:29,Public Disorder,Downtown Central,District 1,37.778766,-122.42057,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-03744,2024-11-14,14:54:48,Theft / Larceny,Waterfront Marina,District 2,37.804918,-122.434119,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-04307,2024-11-15,09:03:40,Theft / Larceny,Waterfront Marina,District 2,37.800573,-122.439104,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-02191,2024-11-15,10:36:47,Burglary,Mission Commercial,District 3,37.754683,-122.417645,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03550,2024-11-15,17:32:52,Vandalism,Waterfront Marina,District 2,37.803673,-122.43607,Alleyway,Reported Vandalism at Alleyway
SYN-2024-04375,2024-11-15,19:37:36,Public Disorder,Westside Arts,District 5,37.776036,-122.434545,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-00055,2024-11-15,21:24:25,Theft / Larceny,South Rail Corridor,District 4,37.750536,-122.402805,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-00956,2024-11-16,02:19:44,Narcotics,South Rail Corridor,District 4,37.75141,-122.392995,Commercial Retail,Reported Narcotics at Commercial Retail
SYN-2024-03204,2024-11-16,09:07:35,Robbery,Westside Arts,District 5,37.767592,-122.435812,Commercial Retail,Reported Robbery at Commercial Retail
SYN-2024-00119,2024-11-16,16:45:40,Theft / Larceny,Mission Commercial,District 3,37.764579,-122.410433,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-00164,2024-11-16,20:20:46,Public Disorder,South Rail Corridor,District 4,37.746358,-122.392249,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-03908,2024-11-16,20:50:05,Public Disorder,Downtown Central,District 1,37.791903,-122.390343,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-03319,2024-11-17,01:29:44,Vandalism,Waterfront Marina,District 2,37.808998,-122.436704,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-02169,2024-11-17,11:44:51,Theft / Larceny,Westside Arts,District 5,37.772683,-122.434023,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2024-00229,2024-11-17,13:20:18,Burglary,Westside Arts,District 5,37.773804,-122.428794,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-00916,2024-11-17,18:32:28,Burglary,Downtown Central,District 1,37.77929,-122.408098,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-02597,2024-11-17,19:36:26,Theft / Larceny,Mission Commercial,District 3,37.766177,-122.418127,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-03547,2024-11-17,22:13:19,Theft / Larceny,Mission Commercial,District 3,37.753081,-122.422614,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-01168,2024-11-17,22:23:57,Vandalism,Waterfront Marina,District 2,37.79816,-122.436035,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2024-04171,2024-11-17,22:38:44,Robbery,Downtown Central,District 1,37.778861,-122.416983,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-00008,2024-11-18,10:31:25,Burglary,Waterfront Marina,District 2,37.80212,-122.431352,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-00008,2024-11-18,10:31:25,Burglary,Waterfront Marina,District 2,37.80212,-122.431352,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-04070,2024-11-18,16:55:05,Assault,Mission Commercial,District 3,37.749678,-122.391437,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-00512,2024-11-18,18:17:26,Robbery,Downtown Central,District 1,37.782191,-122.418021,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-04220,2024-11-18,19:34:00,Public Disorder,Downtown Central,District 1,37.779888,-122.41335,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-04092,2024-11-18,21:08:51,Motor Vehicle Theft,Mission Commercial,District 3,37.759233,-122.419808,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-03784,2024-11-19,16:58:33,Fraud,Westside Arts,District 5,37.774044,-122.442099,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2024-04382,2024-11-19,17:31:18,Fraud,Downtown Central,District 1,37.739419,-122.455462,Alleyway,Reported Fraud at Alleyway
SYN-2024-02458,2024-11-19,20:06:31,Assault,Downtown Central,District 1,37.78349,-122.417344,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-00592,2024-11-20,14:23:11,Burglary,Downtown Central,District 1,37.782132,-122.412804,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01091,2024-11-20,21:10:57,Motor Vehicle Theft,South Rail Corridor,District 4,37.754297,-122.394076,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-00925,2024-11-20,21:59:09,Vandalism,Mission Commercial,District 3,37.757934,-122.430743,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-04395,2024-11-20,23:10:07,Motor Vehicle Theft,Westside Arts,District 5,37.778577,-122.442527,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-02391,2024-11-21,07:20:21,Fraud,Westside Arts,District 5,37.781757,-122.436091,Parking Facility,Reported Fraud at Parking Facility
SYN-2024-01077,2024-11-21,09:04:00,Public Disorder,Downtown Central,District 1,37.776931,-122.416449,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02002,2024-11-21,10:01:49,Vandalism,Downtown Central,District 1,37.774751,-122.417087,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-02304,2024-11-21,14:59:14,Assault,Mission Commercial,District 3,37.757918,-122.419703,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-00727,2024-11-21,21:21:40,Motor Vehicle Theft,Downtown Central,District 1,37.776785,-122.420603,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-00935,2024-11-21,22:27:15,Burglary,Mission Commercial,District 3,37.761665,-122.423982,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03860,2024-11-22,01:23:54,Motor Vehicle Theft,Westside Arts,District 5,37.774465,-122.440204,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-02350,2024-11-23,02:02:39,Burglary,Westside Arts,District 5,37.77379,-122.432332,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01544,2024-11-23,10:47:02,Burglary,Waterfront Marina,District 2,37.804404,-122.431324,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03533,2024-11-23,11:26:31,Burglary,South Rail Corridor,District 4,37.749062,-122.40284,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03450,2024-11-23,12:53:44,Theft / Larceny,Mission Commercial,District 3,37.756433,-122.421886,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-03712,2024-11-23,16:49:46,Narcotics,South Rail Corridor,District 4,37.748021,-122.389765,Transit Station,Reported Narcotics at Transit Station
SYN-2024-01765,2024-11-23,20:12:07,Motor Vehicle Theft,Mission Commercial,District 3,37.760814,-122.415053,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-04259,2024-11-23,23:02:00,Theft / Larceny,Mission Commercial,District 3,37.763559,-122.415653,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-03803,2024-11-23,23:50:36,Theft / Larceny,Downtown Central,District 1,37.774571,-122.421232,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-00183,2024-11-24,03:49:05,Theft / Larceny,Westside Arts,District 5,37.778378,-122.428364,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-01633,2024-11-24,07:21:49,Theft / Larceny,Waterfront Marina,District 2,37.809055,-122.438995,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-01881,2024-11-24,09:37:42,Burglary,Downtown Central,District 1,37.780406,-122.418717,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-01477,2024-11-25,02:19:52,Robbery,Downtown Central,District 1,37.784242,-122.415676,Street / Sidewalk,Reported Robbery at Street / Sidewalk
SYN-2024-03443,2024-11-25,11:10:51,Public Disorder,Downtown Central,District 1,37.78305,-122.418452,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-00815,2024-11-25,13:02:51,Assault,Westside Arts,District 5,37.770986,-122.43209,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-01520,2024-11-25,13:11:55,Theft / Larceny,Westside Arts,District 5,37.774192,-122.435828,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2024-04258,2024-11-25,14:20:35,Motor Vehicle Theft,Mission Commercial,District 3,37.760619,-122.410809,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-02772,2024-11-25,19:33:14,Robbery,Downtown Central,District 1,37.783915,-122.421784,Transit Station,Reported Robbery at Transit Station
SYN-2024-03827,2024-11-25,22:46:58,Burglary,Mission Commercial,District 3,37.7535,-122.419633,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-01136,2024-11-26,08:04:57,Robbery,Downtown Central,District 1,37.767428,-122.425774,Alleyway,Reported Robbery at Alleyway
SYN-2024-00447,2024-11-26,09:46:02,Fraud,Westside Arts,District 5,37.773455,-122.436832,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2024-03922,2024-11-26,15:15:54,Vandalism,Westside Arts,District 5,37.775118,-122.437895,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2024-02213,2024-11-26,20:12:25,Burglary,Mission Commercial,District 3,37.752675,-122.41321,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03379,2024-11-27,06:42:19,Public Disorder,Downtown Central,District 1,37.773601,-122.425028,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-00394,2024-11-27,07:33:40,Public Disorder,Waterfront Marina,District 2,37.798131,-122.438825,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-00296,2024-11-27,09:45:58,Theft / Larceny,Downtown Central,District 1,37.770974,-122.408831,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-03623,2024-11-27,19:38:55,Public Disorder,Downtown Central,District 1,37.740866,-122.458714,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02020,2024-11-28,09:22:39,Public Disorder,Westside Arts,District 5,37.774201,-122.437402,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02682,2024-11-28,15:51:37,Burglary,South Rail Corridor,District 4,37.753659,-122.385388,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-02390,2024-11-28,16:41:38,Assault,Westside Arts,District 5,37.756229,-122.413301,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-04343,2024-11-28,19:45:09,Assault,Downtown Central,District 1,37.782127,-122.413208,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-01963,2024-11-28,19:57:46,Motor Vehicle Theft,South Rail Corridor,District 4,37.759953,-122.388743,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-01996,2024-11-29,08:48:17,Vandalism,South Rail Corridor,District 4,37.752174,-122.398717,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-04289,2024-11-29,09:36:33,Burglary,South Rail Corridor,District 4,37.746228,-122.395701,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03365,2024-11-29,11:22:30,Burglary,South Rail Corridor,District 4,37.753401,-122.387287,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-01057,2024-11-29,11:27:07,Fraud,Downtown Central,District 1,37.776985,-122.415499,Commercial Retail,Reported Fraud at Commercial Retail
SYN-2024-04027,2024-11-29,11:40:10,Vandalism,Westside Arts,District 5,37.770353,-122.437189,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-03654,2024-11-29,17:18:49,Narcotics,Westside Arts,District 5,37.780221,-122.432755,Parking Facility,Reported Narcotics at Parking Facility
SYN-2024-00714,2024-11-29,17:39:26,Robbery,Mission Commercial,District 3,37.768115,-122.421188,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-00221,2024-11-30,01:17:50,Narcotics,South Rail Corridor,District 4,37.746455,-122.389468,Park / Public Space,Reported Narcotics at Park / Public Space
SYN-2024-03493,2024-11-30,11:00:12,Burglary,Downtown Central,District 1,37.775787,-122.422661,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03092,2024-11-30,11:12:05,Fraud,Westside Arts,District 5,37.773754,-122.438321,Street / Sidewalk,Reported Fraud at Street / Sidewalk
SYN-2024-01304,2024-11-30,13:20:53,Fraud,Westside Arts,District 5,37.772464,-122.433046,Bar / Restaurant,Reported Fraud at Bar / Restaurant
SYN-2024-00596,2024-11-30,17:37:33,Fraud,Downtown Central,District 1,37.787082,-122.412317,Transit Station,Reported Fraud at Transit Station
SYN-2024-01849,2024-11-30,19:17:15,Burglary,Waterfront Marina,District 2,37.79953,-122.437857,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03721,2024-11-30,19:20:47,Fraud,Westside Arts,District 5,37.776014,-122.434924,Parking Facility,Reported Fraud at Parking Facility
SYN-2024-01580,2024-11-30,22:58:33,Theft / Larceny,Downtown Central,District 1,37.773894,-122.411158,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-01203,2024-12-01,08:19:33,Theft / Larceny,Downtown Central,District 1,37.770741,-122.413626,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2024-01316,2024-12-01,13:48:10,Narcotics,South Rail Corridor,District 4,37.742426,-122.403446,Transit Station,Reported Narcotics at Transit Station
SYN-2024-01882,2024-12-01,15:39:05,Theft / Larceny,Mission Commercial,District 3,37.757518,-122.421878,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-02566,2024-12-01,17:09:11,Burglary,South Rail Corridor,District 4,37.750013,-122.395762,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-00284,2024-12-01,18:22:25,Vandalism,Mission Commercial,District 3,37.766395,-122.423824,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-02865,2024-12-02,09:15:05,Public Disorder,Westside Arts,District 5,37.768,-122.436816,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-00951,2024-12-02,16:20:57,Theft / Larceny,Downtown Central,District 1,37.776796,-122.417381,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-02370,2024-12-02,18:02:04,Vandalism,Mission Commercial,District 3,37.761012,-122.418802,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-00669,2024-12-02,18:43:07,Assault,Mission Commercial,District 3,37.760935,-122.417647,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-01918,2024-12-02,21:08:54,Burglary,Mission Commercial,District 3,37.817105,-122.395516,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-03882,2024-12-03,09:28:39,Theft / Larceny,Westside Arts,District 5,37.774212,-122.437588,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-00228,2024-12-03,14:52:55,Theft / Larceny,Westside Arts,District 5,37.77728,-122.435784,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-03490,2024-12-03,23:08:42,Assault,Downtown Central,District 1,37.784329,-122.422354,Park / Public Space,Reported Assault at Park / Public Space
SYN-2024-00017,2024-12-04,05:15:17,Theft / Larceny,Westside Arts,District 5,,,Parking Facility,Reported Theft / Larceny at Parking Facility
SYN-2024-02151,2024-12-04,08:15:12,Assault,Waterfront Marina,District 2,37.799662,-122.441289,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-02773,2024-12-04,19:36:07,Vandalism,South Rail Corridor,District 4,37.738597,-122.396138,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-04054,2024-12-04,19:54:12,Fraud,Westside Arts,District 5,37.77458,-122.433281,Bar / Restaurant,Reported Fraud at Bar / Restaurant
SYN-2024-02501,2024-12-04,20:54:15,Public Disorder,Mission Commercial,District 3,37.761821,-122.415565,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-02308,2024-12-04,22:25:38,Robbery,Downtown Central,District 1,37.782606,-122.422246,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-01185,2024-12-05,01:30:02,Theft / Larceny,Westside Arts,District 5,37.763933,-122.412119,Bar / Restaurant,Reported Theft / Larceny at Bar / Restaurant
SYN-2024-00287,2024-12-05,08:29:03,Robbery,Downtown Central,District 1,37.77525,-122.413598,Bar / Restaurant,Reported Robbery at Bar / Restaurant
SYN-2024-04019,2024-12-05,11:07:29,Theft / Larceny,Westside Arts,District 5,37.772803,-122.433978,Alleyway,Reported Theft / Larceny at Alleyway
SYN-2024-00332,2024-12-05,16:29:54,Theft / Larceny,Downtown Central,District 1,37.779828,-122.414721,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-00594,2024-12-05,17:18:30,Narcotics,Waterfront Marina,District 2,37.800663,-122.446856,Parking Facility,Reported Narcotics at Parking Facility
SYN-2024-02770,2024-12-05,18:01:23,Theft / Larceny,Waterfront Marina,District 2,37.799169,-122.443975,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-00317,2024-12-05,18:03:47,Vandalism,Mission Commercial,District 3,37.803565,-122.435756,Park / Public Space,Reported Vandalism at Park / Public Space
SYN-2024-04406,2024-12-06,01:20:12,Vandalism,South Rail Corridor,District 4,37.74578,-122.39657,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-02916,2024-12-06,09:28:30,Theft / Larceny,Mission Commercial,District 3,37.761868,-122.418943,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-03728,2024-12-06,14:22:47,Robbery,Westside Arts,District 5,37.775813,-122.429808,Street / Sidewalk,Reported Robbery at Street / Sidewalk
SYN-2024-02811,2024-12-06,15:31:49,Vandalism,Mission Commercial,District 3,37.761209,-122.413362,Transit Station,Reported Vandalism at Transit Station
SYN-2024-01415,2024-12-06,17:50:04,Robbery,Mission Commercial,District 3,37.757752,-122.42083,Alleyway,Reported Robbery at Alleyway
SYN-2024-00129,2024-12-07,06:42:09,Vandalism,South Rail Corridor,District 4,37.748397,-122.394278,Bar / Restaurant,Reported Vandalism at Bar / Restaurant
SYN-2024-03866,2024-12-07,16:21:13,Assault,Waterfront Marina,District 2,37.801762,-122.439317,Bar / Restaurant,Reported Assault at Bar / Restaurant
SYN-2024-00827,2024-12-07,18:54:46,Theft / Larceny,South Rail Corridor,District 4,37.750798,-122.402893,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-03310,2024-12-07,21:51:34,Theft / Larceny,Downtown Central,District 1,37.811169,-122.438507,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-03479,2024-12-08,09:08:16,Fraud,South Rail Corridor,District 4,37.747363,-122.393303,Parking Facility,Reported Fraud at Parking Facility
SYN-2024-00429,2024-12-08,13:35:59,Public Disorder,Waterfront Marina,District 2,37.809601,-122.445367,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-01703,2024-12-08,19:59:17,Public Disorder,Westside Arts,District 5,37.783032,-122.430581,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-04326,2024-12-08,20:10:26,Robbery,Downtown Central,District 1,37.775605,-122.419086,Residential Apartment,Reported Robbery at Residential Apartment
SYN-2024-04016,2024-12-08,20:29:14,Public Disorder,Waterfront Marina,District 2,37.793118,-122.443152,Street / Sidewalk,Reported Public Disorder at Street / Sidewalk
SYN-2024-01913,2024-12-08,20:58:19,Public Disorder,Mission Commercial,District 3,37.790235,-122.416251,Bar / Restaurant,Reported Public Disorder at Bar / Restaurant
SYN-2024-00906,2024-12-09,11:34:06,Robbery,Downtown Central,District 1,37.782299,-122.406458,Transit Station,Reported Robbery at Transit Station
SYN-2024-00185,2024-12-09,11:41:34,Robbery,Mission Commercial,District 3,37.757435,-122.418477,Parking Facility,Reported Robbery at Parking Facility
SYN-2024-00497,2024-12-09,17:09:10,Vandalism,Waterfront Marina,District 2,37.79925,-122.429992,Street / Sidewalk,Reported Vandalism at Street / Sidewalk
SYN-2024-02245,2024-12-09,21:01:43,Vandalism,Downtown Central,District 1,37.782273,-122.414758,Parking Facility,Reported Vandalism at Parking Facility
SYN-2024-01400,2024-12-10,09:20:37,Theft / Larceny,Mission Commercial,District 3,37.75982,-122.421274,Commercial Retail,Reported Theft / Larceny at Commercial Retail
SYN-2024-01454,2024-12-10,19:34:21,Burglary,Mission Commercial,District 3,37.766782,-122.413861,Residential Apartment,Reported Burglary at Residential Apartment
SYN-2024-01777,2024-12-11,17:57:24,Robbery,Downtown Central,District 1,37.779318,-122.407571,Alleyway,Reported Robbery at Alleyway
SYN-2024-01983,2024-12-11,18:01:30,Narcotics,South Rail Corridor,District 4,37.752046,-122.391934,Alleyway,Reported Narcotics at Alleyway
SYN-2024-04078,2024-12-12,07:14:42,Robbery,Downtown Central,District 1,37.786403,-122.425403,Alleyway,Reported Robbery at Alleyway
SYN-2024-03297,2024-12-12,07:21:02,Vandalism,Downtown Central,District 1,37.779059,-122.412051,Alleyway,Reported Vandalism at Alleyway
SYN-2024-02868,2024-12-12,08:29:47,Theft / Larceny,Mission Commercial,District 3,37.751171,-122.419323,Residential Apartment,Reported Theft / Larceny at Residential Apartment
SYN-2024-03958,2024-12-12,08:30:38,Narcotics,Westside Arts,District 5,37.777149,-122.438631,Transit Station,Reported Narcotics at Transit Station
SYN-2024-00622,2024-12-12,10:54:25,Public Disorder,Downtown Central,District 1,37.779761,-122.425145,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-03688,2024-12-12,16:41:00,Theft / Larceny,Downtown Central,District 1,37.772662,-122.424835,Street / Sidewalk,Reported Theft / Larceny at Street / Sidewalk
SYN-2024-04255,2024-12-12,20:00:53,Burglary,Mission Commercial,District 3,37.751313,-122.423083,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-03396,2024-12-12,20:18:43,Vandalism,Downtown Central,District 1,37.778635,-122.41515,Commercial Retail,Reported Vandalism at Commercial Retail
SYN-2024-04105,2024-12-12,23:31:14,Motor Vehicle Theft,Waterfront Marina,District 2,37.803364,-122.427631,Street / Sidewalk,Reported Motor Vehicle Theft at Street / Sidewalk
SYN-2024-02139,2024-12-13,09:12:49,Motor Vehicle Theft,South Rail Corridor,District 4,37.741603,-122.383785,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-00767,2024-12-13,10:27:43,Vandalism,Westside Arts,District 5,37.781248,-122.434081,Transit Station,Reported Vandalism at Transit Station
SYN-2024-02741,2024-12-13,18:37:35,Motor Vehicle Theft,Westside Arts,District 5,37.769594,-122.431106,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
SYN-2024-00121,2024-12-13,19:04:32,Theft / Larceny,Westside Arts,District 5,37.780007,-122.436345,Park / Public Space,Reported Theft / Larceny at Park / Public Space
SYN-2024-01173,2024-12-13,19:47:52,Vandalism,South Rail Corridor,District 4,37.80454,-122.45849,Transit Station,Reported Vandalism at Transit Station
SYN-2024-02430,2024-12-13,19:58:28,Assault,Downtown Central,District 1,37.773039,-122.422214,Street / Sidewalk,Reported Assault at Street / Sidewalk
SYN-2024-04335,2024-12-14,01:40:47,Robbery,Downtown Central,District 1,37.785933,-122.414296,Park / Public Space,Reported Robbery at Park / Public Space
SYN-2024-02628,2024-12-14,08:00:19,Robbery,Mission Commercial,District 3,37.756528,-122.429897,Street / Sidewalk,Reported Robbery at Street / Sidewalk
SYN-2024-02349,2024-12-14,10:21:12,Theft / Larceny,Mission Commercial,District 3,37.760705,-122.415625,Transit Station,Reported Theft / Larceny at Transit Station
SYN-2024-02949,2024-12-14,13:28:08,Burglary,Mission Commercial,District 3,37.758071,-122.420366,Commercial Retail,Reported Burglary at Commercial Retail
SYN-2024-02317,2024-12-14,18:17:44,Vandalism,Mission Commercial,District 3,37.770455,-122.3802,Transit Station,Reported Vandalism at Transit Station
SYN-2024-00525,2024-12-14,18:27:50,Vandalism,South Rail Corridor,District 4,37.744556,-122.400037,Residential Apartment,Reported Vandalism at Residential Apartment
SYN-2024-04210,2024-12-15,08:44:45,Public Disorder,Downtown Central,District 1,37.779234,-122.420133,Park / Public Space,Reported Public Disorder at Park / Public Space
SYN-2024-02919,2024-12-15,12:40:17,Vandalism,Mission Commercial,District 3,37.751509,-122.412686,Transit Station,Reported Vandalism at Transit Station
SYN-2024-02683,2024-12-15,13:04:05,Motor Vehicle Theft,Mission Commercial,District 3,37.761971,-122.416859,Parking Facility,Reported Motor Vehicle Theft at Parking Facility
